TAIR Accession,Locus,Gene Type,Description,Other Name(Type),manual_classification,Keywords
Locus:4515102720,AT1G65486,protein_coding,Secreted peptide which functions in plant growth and pathogen defense. Cleaved by subtilases to produce SERINE RICH ENDOGENOUS PEPTIDES (SCOOP) proteins; which are involved in signaling.,PROSCOOP 37;PROSCOOP37;STMP4,PROSCOOP,"response to water deprivation;response to ethylene;response to jasmonic acid;response to salicylic acid;response to salt stress;response to water deprivation;apoplast;extracellular region;mitochondrion;nucleus;LRR domain binding;receptor serine/threonine kinase binding;cauline leaf;guard cell;rosette leaf;stem;stem,"
Locus:2034173,AT1G65500,protein_coding,Secreted peptide which functions in plant growth and pathogen defense.,PROSCOOP 39;PROSCOOP39;STMP6,PROSCOOP,"response to cold;response to salt stress;response to water deprivation;response to bacterium;response to cold;response to ethylene;response to jasmonic acid;response to salicylic acid;response to salt stress;response to water deprivation;apoplast;mitochondrion;plasma membrane;LRR domain binding;receptor serine/threonine kinase binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo cotyledonary stage;vascular leaf senescent stage;cauline leaf;collective leaf structure;cotyledon;flower;guard cell;hypocotyl;inflorescence meristem;leaf apex;plant embryo;root;rosette leaf;sepal;shoot apex;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
Locus:505006141,AT1G22885,protein_coding,Cleaved by subtilases to produce SERINE RICH ENDOGENOUS PEPTIDES (SCOOP) proteins; which are involved in signaling. Protein induces ROS production.,PROSCOOP13,PROSCOOP,"reactive oxygen species biosynthetic process;defense response to bacterium;response to bacterium;response to cold;response to ethylene;response to jasmonic acid;response to salicylic acid;response to salt stress;response to water deprivation;apoplast;endoplasmic reticulum;extracellular region;LRR domain binding;receptor serine/threonine kinase binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:4010714044,AT5G44574,protein_coding,SCOOP (SERINE RICH ENDOGENOUS PEPTIDE) family member; involved in immunity against herbivorous insects.,PROSCOOP7,PROSCOOP,"defense response to insect;reactive oxygen species biosynthetic process;response to herbivore;response to insect;response to wounding;apoplast;endoplasmic reticulum;extracellular region;mitochondrion;LRR domain binding;receptor serine/threonine kinase binding;guard cell,"
Locus:2009917,AT1G13590,protein_coding,Encodes a phytosulfokine-alpha (PSK) precursor; a unique plant peptide growth factor first described in Asparagus.,ATPSK1;PHYTOSULFOKINE 1 PRECURSOR;PSK1;phytosulfokine 1 precursor,PSK,"cell population proliferation;chloroplast;extracellular matrix;molecular_function;root;root,"
Locus:2059216,AT2G22860,protein_coding,Phytosulfokine 2 precursor; coding for a unique plant peptide growth factor. The mRNA is cell-to-cell mobile.,ATPSK2;PHYTOSULFOKINE 2 PRECURSOR;PSK2,PSK,"cell differentiation;plant organ morphogenesis;cell population proliferation;extracellular matrix;extracellular region;molecular_function;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cotyledon vascular system;flower;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf vascular system;petal;petiole;pollen;pollen tube cell;root;root tip;sepal;shoot apex;stamen;stem;vascular leaf;root;stem;cell-to-cell mobile RNA,"
Locus:505006386,AT3G44735,protein_coding,Phytosulfokine 3 precursor; coding for a unique plant peptide growth factor.,ATPSK3;PHYTOSULFOKINE 3 PRECURSOR;PSK1;PSK3,PSK,"cell population proliferation;extracellular region;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cotyledon vascular system;flower;flower pedicel;fruit;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;leaf vascular system;petal;petiole;plant embryo;pollen;root;root tip;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;root;stem,"
Locus:2042052,AT2G27720,protein_coding,Ribosomal protein.,P2Z;RIBOSOMAL PROTEIN P2Z;RIBOSOMAL PROTEIN PARALOG 2A;RPP2A,RPP,"cytoplasmic translational elongation;cytoplasm;cytosolic ribosome;nucleus;peroxisome;secretory vesicle;Golgi apparatus;cytosolic large ribosomal subunit;mRNA binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;seedling development stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;juvenile vascular leaf;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2024011,AT1G24450,protein_coding,Putative RNAse III-Like protein; intracellular localization affected by TBSV.,NFD2;NUCLEAR FUSION DEFECTIVE 2;RTL4,RTL,"RNA processing;karyogamy;polar nucleus fusion;regulation of gene expression;nucleus;chloroplast;peroxisome;plant-type vacuole;double-stranded RNA binding;ribonuclease III activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:505006434,AT4G08685,protein_coding,"Encodes a protein; expressed in leaves, with similarity to pollen allergens. The mRNA is cell-to-cell mobile.",SAH7,SAH,"extracellular region;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
Locus:2136477,AT4G27140,protein_coding,seed storage albumin 1;(source:Araport11),AT2S1;SESA1;seed storage albumin 1,SESA,"extracellular region;molecular_function;LP.06 six leaves visible stage;guard cell;leaf apex;shoot apex;vascular leaf,"
Locus:2136472,AT4G27150,protein_coding,Seed storage albumin protein.,AT2S2;SESA2;seed storage albumin 2,SESA,"biological_process;extracellular region;molecular_function;seed development stage,"
Locus:2136486,AT4G27160,protein_coding,seed storage albumin 3;(source:Araport11),AT2S3;SESA3;seed storage albumin 3,SESA,"extracellular region;protein binding;protein histidine kinase binding,"
Locus:2136496,AT4G27170,protein_coding,seed storage albumin 4;(source:Araport11),AT2S4;SESA4;seed storage albumin 4,SESA,"biological_process;extracellular region;molecular_function,"
Locus:2157528,AT5G54740,protein_coding,seed storage albumin 5;(source:Araport11),SESA5;seed storage albumin 5,SESA,"pollen development;extracellular region;molecular_function;shoot apex,"
Locus:1006230321,AT4G10895,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function,"
Locus:1009023404,AT5G04347,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;cellular_component;molecular_function,"
Locus:4515103528,AT5G04047,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function,"
Locus:4010713917,AT4G29035,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function,"
Locus:2051567,AT2G06090,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;chloroplast;molecular_function;LP.04 four leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;embryo sac central cell;flower;flower pedicel;hypocotyl;petal;plant embryo;plant sperm cell;root;sepal;shoot apex;vascular leaf,"
Locus:4515103266,AT3G54925,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function,"
Locus:2047390,AT2G24880,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function;LP.04 four leaves visible stage;flowering stage;flower pedicel;vascular leaf,"
Locus:4010713833,AT3G55252,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function,"
Locus:4010713836,AT3G55665,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;chloroplast;molecular_function,"
Locus:4515103271,AT3G55672,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function,"
Locus:1009023269,AT3G55677,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"extracellular region;molecular_function,"
Locus:1005716688,AT1G26797,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function,"
Locus:1006230770,AT1G26798,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function,"
Locus:1009023099,AT1G26796,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function,"
Locus:504955886,AT3G24065,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"extracellular region;molecular_function,"
Locus:1009023264,AT3G24068,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;cellular_component;molecular_function,"
Locus:2086077,AT3G17080,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function;synergid,"
Locus:2086087,AT3G16960,protein_coding,plant self-incompatibility protein S1 family protein;(source:Araport11),N/A,SPH,"biological_process;extracellular region;molecular_function,"
Locus:4515102889,AT2G23148,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),S-PROTEIN HOMOLOG 11;SPH11,SPH,"biological_process;chloroplast;molecular_function,"
Locus:4515103447,AT4G24973,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),S-PROTEIN HOMOLOG 18;SPH18,SPH,"biological_process;extracellular region;molecular_function,"
Locus:4515103448,AT4G24974,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),S-PROTEIN HOMOLOG 19;SPH19,SPH,"biological_process;extracellular region;molecular_function,"
Locus:504955469,AT4G24975,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),S-PROTEIN HOMOLOG 20;SPH20,SPH,"biological_process;extracellular region;molecular_function,"
Locus:2153679,AT5G06020,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),S-PROTEIN HOMOLOG 27;SPH27,SPH,"biological_process;extracellular region;molecular_function,"
Locus:2176982,AT5G12060,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),S-PROTEIN HOMOLOG 3;SPH3,SPH,"biological_process;extracellular region;molecular_function,"
Locus:2089129,AT3G27680,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),S-PROTEIN HOMOLOG 31;SPH31,SPH,"biological_process;extracellular region;molecular_function,"
Locus:505006099,AT1G04645,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),S-PROTEIN HOMOLOG 5;SPH5,SPH,"biological_process;cellular_component;molecular_function;flowering stage;petal differentiation and expansion stage;plant embryo cotyledonary stage;plant embryo globular stage;collective leaf structure;flower;plant embryo;plant sperm cell;seed;sepal,"
Locus:4515103618,AT5G27238,protein_coding,Plant self-incompatibility protein S1 family;(source:Araport11),S-PROTEIN HOMOLOG 7;SPH7,SPH,"biological_process;extracellular region;molecular_function,"
Locus:504955436,AT4G16295,protein_coding,self-incompatibility (S) protein homolog; expressed at very low levels in floral buds,S-PROTEIN HOMOLOGUE 1;SPH1,SPH,"pollen-pistil interaction;extracellular region;molecular_function,"
Locus:2036793,AT1G62000,protein_coding,Encodes a member of a mucilage protein family. Predicted in silico to be glycosylated.,TBA1;TESTA ABUNDANT 1,TBA,"mucilage biosynthetic process;seed coat development;apoplast;extracellular region;molecular_function;guard cell;seed coat;seed coat epidermis,"
Locus:2018077,AT1G62060,protein_coding,Encodes a member of a mucilage protein family. Predicted in silico to be glycosylated.,TBA2;TESTA ABUNDANT 2,TBA,"mucilage biosynthetic process;seed coat development;apoplast;molecular_function;seed coat;seed coat epidermis,"
Locus:4010713492,AT1G30974,protein_coding,Encodes a Plant thionin family protein,N/A,THIONIN,"biological_process;extracellular region;molecular_function,"
Locus:4010713491,AT1G30972,protein_coding,Encodes a Plant thionin family protein,N/A,THIONIN,"biological_process;extracellular region;molecular_function,"
Locus:4010714057,AT5G58412,protein_coding,Encodes a Plant thionin family protein,N/A,THIONIN,"extracellular region;molecular_function,"
Locus:505006635,AT5G24316,protein_coding,proline-rich family protein;(source:Araport11),N/A,THIONIN,"biological_process;mitochondrion;molecular_function;flowering stage;plant embryo globular stage;flower pedicel;plant embryo;pollen;sepal;stamen;stem;synergid,"
Locus:4010713636,AT2G20597,protein_coding,Encodes a Plant thionin family protein,N/A,THIONIN,"biological_process;extracellular region;molecular_function,"
Locus:4010713637,AT2G20605,protein_coding,Encodes a Plant thionin family protein,N/A,THIONIN,"biological_process;extracellular region;molecular_function,"
Locus:4010714071,AT5G63085,protein_coding,Encodes a Plant thionin family protein,N/A,THIONIN,"biological_process;cellular_component;molecular_function,"
Locus:4010714072,AT5G63087,protein_coding,Encodes a Plant thionin family protein,N/A,THIONIN,"extracellular region;molecular_function,"
Locus:4010713820,AT3G48205,protein_coding,Encodes a Plant thionin family protein,N/A,THIONIN,"biological_process;extracellular region;molecular_function,"
Locus:1006230678,AT1G53285,protein_coding,plant thionin family protein;(source:Araport11),N/A,THIONIN,"biological_process;extracellular region;molecular_function,"
Locus:1006230681,AT1G56415,protein_coding,Expressed protein;(source:Araport11),N/A,THIONIN,"biological_process;extracellular region;molecular_function,"
Locus:4010713545,AT1G53282,protein_coding,Encodes a Plant thionin family protein,N/A,THIONIN,"biological_process;extracellular region;molecular_function,"
Locus:4010713659,AT2G26865,protein_coding,Encodes a Plant thionin family protein,N/A,THIONIN,"biological_process;nucleus;molecular_function,"
Locus:505006145,AT1G25275,protein_coding,Thionin-like gene involved in resistance against the beet cyst nematode (Heterodera schachtii).,N/A,THIONIN,"response to nematode;extracellular region;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower pedicel;fruit;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
Locus:4010713441,AT1G12672,protein_coding,thionin-like protein;(source:Araport11),N/A,THIONIN,"extracellular region;molecular_function,"
Locus:4010713438,AT1G12665,protein_coding,Thionin-like gene involved in resistance against the beet cyst nematode (Heterodera schachtii).,N/A,THIONIN,"response to nematode;cellular_component;molecular_function;fruit,"
Locus:2018072,AT1G62080,protein_coding,Encodes a member of a mucilage protein family. Predicted in silico to be glycosylated.,TBA3;TESTA ABUNDANT3,THIONIN,"mucilage biosynthetic process;seed coat development;apoplast;extracellular region;molecular_function;seed coat;seed coat epidermis,"
Locus:2207006,AT1G72260,protein_coding,"Encodes a thionin which is a cysteine rich protein having antimicrobial properties. Thi2.1 is expressed in response to a variety of pathogens and induced by ethylene and jasmonic acid. Belongs to the plant thionin (PR-13) family with the following members: At1g66100; At5g36910, At1g72260, At2g15010, At1g12663, At1g12660.",THI2.1;THI2.1.1;THIONIN 2.1,THIONIN,"defense response;jasmonic acid mediated signaling pathway;response to salicylic acid;extracellular region;toxin activity;LP.04 four leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;flower;flower pedicel;guard cell;leaf lamina base;petal;petiole;plant embryo;pollen;seed;sepal;shoot apex;stamen;vascular leaf,"
Locus:2167504,AT5G36910,protein_coding,"Encodes a thionin that is expressed at a low basal level in seedlings and shows circadian variation.  Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100; At5g36910, At1g72260, At2g15010, At1g12663, At1g12660.",THI2.2;THIONIN 2.2,THIONIN,"defense response;extracellular region;toxin activity;LP.04 four leaves visible stage;LP.06 six leaves visible stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;cotyledon;flower;guard cell;plant embryo;seed;shoot apex;shoot system;vascular leaf,"
Locus:2174678,AT5G14030,protein_coding,translocon-associated protein beta (TRAPB) family protein;(source:Araport11),N/A,TRAPB,"Golgi apparatus;chloroplast;endoplasmic reticulum;extracellular region;plant-type vacuole;plasmodesma;plastid;molecular_function;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;pollen tube cell;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2174774,AT5G64620,protein_coding,Plant cell wall (CWI) and vacuolar invertases (VI)  play important roles in carbohydrate metabolism; stress responses  and sugar signaling.,ATC/VIF2;C/VIF2;CELL WALL / VACUOLAR INHIBITOR OF FRUCTOSIDASE 2,VIF,"inflorescence morphogenesis;negative regulation of catalytic activity;plant-type cell wall modification;plant-type cell wall;chloroplast;enzyme inhibitor activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2058006,AT2G36870,protein_coding,"Encodes a xyloglucan endotransglycosylase/hydrolase. Protein sequence and phylogenetic analysis indicates that this enzyme resides in Group III-A of the XTH family; with high similarity to Tropaeolum majus (nasturtium) xyloglucanase 1 (TmNXG1). By sequence similarity to XTH31 (At3g44990) and in vivo analysis, likely to exhibit predominant xyloglucan endo-hydrolase activity (EC 3.2.1.151) with only limited potential to act as a xyloglucan endo-transglycosylase (EC 2.4.1.207).",ATXTH32;XTH32;xyloglucan endotransglucosylase/hydrolase 32,XTH,"cell wall macromolecule catabolic process;carbohydrate metabolic process;cell wall biogenesis;xyloglucan metabolic process;chloroplast;extracellular region;hydrolase activity, hydrolyzing O-glycosyl compounds;polysaccharide binding;xyloglucan:xyloglucosyl transferase activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;root;seed;sepal;shoot apex;shoot system;stem;vascular leaf,"
