Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	TAIR
Q9LSX8	reviewed	ASK10_ARATH	SKP1-like protein 10 (AtSK10)	ASK10 At3g21860 MSD21.23	Arabidopsis thaliana (Mouse-ear cress)	152	AT3G21860;
Q9LSY0	reviewed	ASK7_ARATH	SKP1-like protein 7 (AtSK7)	ASK7 At3g21840 MSD21.21	Arabidopsis thaliana (Mouse-ear cress)	125	AT3G21840;
Q9LSY1	reviewed	ASK8_ARATH	SKP1-like protein 8 (AtSK8)	ASK8 At3g21830 MSD21.20	Arabidopsis thaliana (Mouse-ear cress)	152	AT3G21830;
Q9LTV3	reviewed	SAU72_ARATH	Auxin-responsive protein SAUR72 (Protein SMALL AUXIN UP RNA 72)	SAUR72 At3g12830 MBK21.21	Arabidopsis thaliana (Mouse-ear cress)	132	AT3G12830;
Q9LTW8	unreviewed	Q9LTW8_ARATH	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	EMB2742 emb2742 embryo defective 2742 T2E22.2 At3g12670	Arabidopsis thaliana (Mouse-ear cress)	591	AT3G12670;
Q9LTX2	reviewed	TIR1L_ARATH	Transport inhibitor response 1-like protein (TIR1-like protein)	At5g49980 K9P8.12	Arabidopsis thaliana (Mouse-ear cress)	619	AT5G49980;
Q9LZN2	reviewed	PILS6_ARATH	Protein PIN-LIKES 6 (Auxin efflux carrier-like protein 6)	PILS6 At5g01990 T7H20_40	Arabidopsis thaliana (Mouse-ear cress)	431	AT5G01990;
Q9M0R2	reviewed	PATL5_ARATH	Patellin-5	PATL5 At4g09160 T8A17.90	Arabidopsis thaliana (Mouse-ear cress)	668	AT4G09160;
Q9M1E7	reviewed	TET3_ARATH	Tetraspanin-3	TET3 At3g45600 F9K21.18	Arabidopsis thaliana (Mouse-ear cress)	285	AT3G45600;
Q9M1X5	reviewed	ASK13_ARATH	SKP1-like protein 13 (AtSK13)	ASK13 At3g60010 F24G16.280 T2O9.1	Arabidopsis thaliana (Mouse-ear cress)	154	AT3G60010;
Q9M2U4	reviewed	SRS6_ARATH	Protein SHI RELATED SEQUENCE 6	SRS6 At3g54430 T12E18.120	Arabidopsis thaliana (Mouse-ear cress)	183	AT3G54430;
Q9M330	reviewed	PSMF1_ARATH	Probable proteasome inhibitor	At3g53970 F5K20_270	Arabidopsis thaliana (Mouse-ear cress)	302	AT3G53970;
Q9MBG8	reviewed	AAR3_ARATH	Defective in cullin neddylation protein AAR3 (Protein ANTIAUXIN-RESISTANT 3)	AAR3 At3g28970 K5K13.8	Arabidopsis thaliana (Mouse-ear cress)	295	AT3G28970;
Q9S7A3	reviewed	MOC2A_ARATH	Molybdopterin synthase sulfur carrier subunit (Molybdenum cofactor synthesis protein 2 small subunit) (Molybdenum cofactor synthesis protein 2A) (MOCS2A) (Sulfur carrier protein MOCS2A)	At4g10100 F28M11.20	Arabidopsis thaliana (Mouse-ear cress)	96	AT4G10100;
Q9S836	reviewed	LAX2_ARATH	Auxin transporter-like protein 2 (AUX1-like protein 2)	LAX2 At2g21050 F26H11.19	Arabidopsis thaliana (Mouse-ear cress)	483	AT2G21050;
Q9SCU1	reviewed	PATL6_ARATH	Patellin-6	PATL6 At3g51670 T18N14.50	Arabidopsis thaliana (Mouse-ear cress)	409	AT3G51670;
Q9SI56	reviewed	TET13_ARATH	Tetraspanin-13	TET13 At2g03840 T18C20.4	Arabidopsis thaliana (Mouse-ear cress)	278	AT2G03840;
Q9SJT8	reviewed	SRS3_ARATH	Protein SHI RELATED SEQUENCE 3	SRS3 At2g21400 F3K23.16	Arabidopsis thaliana (Mouse-ear cress)	174	AT2G21400;
Q9SL45	reviewed	SAU10_ARATH	Protein SMALL AUXIN UP-REGULATED RNA 10	SAUR10 At2g18010 T27K22.12	Arabidopsis thaliana (Mouse-ear cress)	112	AT2G18010;
Q9SRV9	reviewed	SAU29_ARATH	Auxin-responsive protein SAUR29 (Protein SMALL AUXIN UP RNA 29)	SAUR29 At3g03820 F20H23.16	Arabidopsis thaliana (Mouse-ear cress)	96	AT3G03820;
Q9SRZ0	reviewed	CUL2_ARATH	Cullin-2 (AtCUL1)	CUL2 At1g02980 F22D16.2	Arabidopsis thaliana (Mouse-ear cress)	742	AT1G02980;
Q9SZJ2	reviewed	GRDP2_ARATH	Glycine-rich domain-containing protein 2 (AtGRDP2)	GRDP2 At4g37900 F20D10.20	Arabidopsis thaliana (Mouse-ear cress)	787	AT4G37900;
Q9T0H2	reviewed	SMAP1_ARATH	Small acidic protein 1	SMAP1 At4g13520 T6G15.70	Arabidopsis thaliana (Mouse-ear cress)	62	AT4G13520;
Q9T0J3	reviewed	SAU16_ARATH	Protein SMALL AUXIN UP-REGULATED RNA 16	SAUR16 At4g38860 F19H22.1 T9A14	Arabidopsis thaliana (Mouse-ear cress)	105	AT4G38860;
Q9XID4	reviewed	ARFL_ARATH	Auxin response factor 12	ARF12 At1g34310 F23M19.4	Arabidopsis thaliana (Mouse-ear cress)	593	AT1G34310;
A0A178U5R5	unreviewed	A0A178U5R5_ARATH	Auxin response factor	AXX17_ATUG03540	Arabidopsis thaliana (Mouse-ear cress)	776	
A0A178U6H8	unreviewed	A0A178U6H8_ARATH	Protein PIN-LIKES 7	AXX17_At5g65890 AN1_LOCUS26929 C24_LOCUS26754	Arabidopsis thaliana (Mouse-ear cress)	395	
A0A178UFA9	unreviewed	A0A178UFA9_ARATH	Auxin response factor	AXX17_At5g33990 AN1_LOCUS23844 AT9943_LOCUS20620	Arabidopsis thaliana (Mouse-ear cress)	811	
A0A178UH58	unreviewed	A0A178UH58_ARATH	Auxin response factor	AXX17_At5g31380	Arabidopsis thaliana (Mouse-ear cress)	287	
A0A178UI91	unreviewed	A0A178UI91_ARATH	Auxin efflux carrier component	AXX17_At5g14590 AN1_LOCUS22281	Arabidopsis thaliana (Mouse-ear cress)	367	
A0A178UIR3	unreviewed	A0A178UIR3_ARATH	Auxin efflux carrier component	AXX17_At5g16140 AN1_LOCUS22431 AT9943_LOCUS19315 C24_LOCUS22321	Arabidopsis thaliana (Mouse-ear cress)	351	
A0A178UK92	unreviewed	A0A178UK92_ARATH	Auxin efflux carrier component	AXX17_At5g14590	Arabidopsis thaliana (Mouse-ear cress)	325	
A0A178UKM2	unreviewed	A0A178UKM2_ARATH	Auxin response factor	AXX17_At5g59890	Arabidopsis thaliana (Mouse-ear cress)	789	
A0A178ULE7	unreviewed	A0A178ULE7_ARATH	Protein BIG GRAIN 1-like E	AXX17_At5g11780 AN1_LOCUS22005 C24_LOCUS21894	Arabidopsis thaliana (Mouse-ear cress)	362	
A0A178ULQ0	unreviewed	A0A178ULQ0_ARATH	Auxin response factor	AXX17_At5g59890	Arabidopsis thaliana (Mouse-ear cress)	788	
A0A178UR46	unreviewed	A0A178UR46_ARATH	Auxin-responsive protein	AXX17_At5g65510	Arabidopsis thaliana (Mouse-ear cress)	338	
A0A178URD8	unreviewed	A0A178URD8_ARATH	Auxin response factor	AXX17_At5g20710	Arabidopsis thaliana (Mouse-ear cress)	1170	
A0A178UUC3	unreviewed	A0A178UUC3_ARATH	Auxin response factor	AXX17_At5g61500	Arabidopsis thaliana (Mouse-ear cress)	859	
A0A178UVX3	unreviewed	A0A178UVX3_ARATH	Auxin-responsive protein	AXX17_At4g32970 AT9943_LOCUS16969	Arabidopsis thaliana (Mouse-ear cress)	246	
A0A178UWQ1	unreviewed	A0A178UWQ1_ARATH	Auxin-responsive protein	AXX17_At4g16790 AN1_LOCUS18100 AT9943_LOCUS15589 C24_LOCUS17983	Arabidopsis thaliana (Mouse-ear cress)	168	
A0A178UZL0	unreviewed	A0A178UZL0_ARATH	Auxin-responsive protein	AXX17_At4g37040	Arabidopsis thaliana (Mouse-ear cress)	147	
A0A178V2T1	unreviewed	A0A178V2T1_ARATH	STY2	AXX17_At4g41410 AN1_LOCUS20476	Arabidopsis thaliana (Mouse-ear cress)	322	
A0A178V3T9	unreviewed	A0A178V3T9_ARATH	Auxin response factor	AXX17_At4g34500 AN1_LOCUS19805	Arabidopsis thaliana (Mouse-ear cress)	669	
A0A178V3Y7	unreviewed	A0A178V3Y7_ARATH	Auxin-responsive protein	AXX17_At4g33410 AN1_LOCUS19697 AT9943_LOCUS17003 C24_LOCUS19590	Arabidopsis thaliana (Mouse-ear cress)	305	
A0A178V403	unreviewed	A0A178V403_ARATH	Auxin response factor	AXX17_At4g27760 C24_LOCUS19032	Arabidopsis thaliana (Mouse-ear cress)	638	
A0A178V7A7	unreviewed	A0A178V7A7_ARATH	Auxin response factor	AXX17_At3g56130 AN1_LOCUS16561	Arabidopsis thaliana (Mouse-ear cress)	602	
A0A178V7I6	unreviewed	A0A178V7I6_ARATH	Auxin-responsive protein	AXX17_At3g24830	Arabidopsis thaliana (Mouse-ear cress)	174	
A0A178VBF1	unreviewed	A0A178VBF1_ARATH	Protein BIG GRAIN 1-like B	AXX17_At3g14480 AN1_LOCUS12757 C24_LOCUS12589	Arabidopsis thaliana (Mouse-ear cress)	357	
A0A178VC34	unreviewed	A0A178VC34_ARATH	Auxin-responsive protein	AXX17_At3g16310 C24_LOCUS12766	Arabidopsis thaliana (Mouse-ear cress)	197	
A0A178VC68	unreviewed	A0A178VC68_ARATH	Auxin-responsive protein	AXX17_At3g17370	Arabidopsis thaliana (Mouse-ear cress)	269	
A0A178VD03	unreviewed	A0A178VD03_ARATH	Auxin-responsive protein	AXX17_At3g24840	Arabidopsis thaliana (Mouse-ear cress)	167	
A0A178VF12	unreviewed	A0A178VF12_ARATH	Auxin-responsive protein	AXX17_At3g24840	Arabidopsis thaliana (Mouse-ear cress)	243	
A0A178VF13	unreviewed	A0A178VF13_ARATH	Protein BIG GRAIN 1-like A	AXX17_At3g35880 C24_LOCUS14501	Arabidopsis thaliana (Mouse-ear cress)	342	
A0A178VF85	unreviewed	A0A178VF85_ARATH	Auxin-responsive protein	AXX17_At3g24840	Arabidopsis thaliana (Mouse-ear cress)	72	
A0A178VRP5	unreviewed	A0A178VRP5_ARATH	Auxin response factor	AXX17_At2g44180	Arabidopsis thaliana (Mouse-ear cress)	601	
A0A178VTM6	unreviewed	A0A178VTM6_ARATH	Auxin response factor	AXX17_At2g30410	Arabidopsis thaliana (Mouse-ear cress)	608	
A0A178VUG6	unreviewed	A0A178VUG6_ARATH	Auxin-responsive protein	AXX17_At2g00170	Arabidopsis thaliana (Mouse-ear cress)	170	
A0A178VUN4	unreviewed	A0A178VUN4_ARATH	Auxin-responsive protein	AXX17_At2g18250 AT9943_LOCUS7414	Arabidopsis thaliana (Mouse-ear cress)	321	
A0A178VXT0	unreviewed	A0A178VXT0_ARATH	Auxin-responsive protein	At2g33310 AXX17_At2g29760 AN1_LOCUS9763 C24_LOCUS9612	Arabidopsis thaliana (Mouse-ear cress)	246	
A0A178VZS2	unreviewed	A0A178VZS2_ARATH	Auxin efflux carrier component	AXX17_At2g00380	Arabidopsis thaliana (Mouse-ear cress)	616	
A0A178W0X0	unreviewed	A0A178W0X0_ARATH	Protein PIN-LIKES 3	AXX17_At1g70990 AN1_LOCUS6691	Arabidopsis thaliana (Mouse-ear cress)	390	
A0A178W181	unreviewed	A0A178W181_ARATH	Auxin-responsive protein	AXX17_At2g44720 AN1_LOCUS11229 C24_LOCUS11065	Arabidopsis thaliana (Mouse-ear cress)	175	
A0A178W185	unreviewed	A0A178W185_ARATH	Auxin efflux carrier component	AXX17_At2g00380	Arabidopsis thaliana (Mouse-ear cress)	515	
A0A178W1T9	unreviewed	A0A178W1T9_ARATH	Auxin-responsive protein	AXX17_At1g15750	Arabidopsis thaliana (Mouse-ear cress)	193	
A0A178W3M7	unreviewed	A0A178W3M7_ARATH	Auxin-responsive protein	AXX17_At1g35060	Arabidopsis thaliana (Mouse-ear cress)	454	
A0A178W496	unreviewed	A0A178W496_ARATH	Auxin response factor	AXX17_At1g39980	Arabidopsis thaliana (Mouse-ear cress)	325	
A0A178W5V2	unreviewed	A0A178W5V2_ARATH	Protein BIG GRAIN 1-like E	AXX17_At1g63210 C24_LOCUS5834	Arabidopsis thaliana (Mouse-ear cress)	321	
A0A178W727	unreviewed	A0A178W727_ARATH	Auxin-responsive protein	AXX17_At1g75250 AN1_LOCUS7087	Arabidopsis thaliana (Mouse-ear cress)	179	
A0A178W773	unreviewed	A0A178W773_ARATH	Auxin response factor	AXX17_At1g35160	Arabidopsis thaliana (Mouse-ear cress)	593	
A0A178W8N1	unreviewed	A0A178W8N1_ARATH	Auxin efflux carrier component	AXX17_At1g71630	Arabidopsis thaliana (Mouse-ear cress)	592	
A0A178W8W8	unreviewed	A0A178W8W8_ARATH	Auxin efflux carrier component	AXX17_At1g71630	Arabidopsis thaliana (Mouse-ear cress)	570	
A0A178W8Y8	unreviewed	A0A178W8Y8_ARATH	Auxin-responsive protein	AXX17_At1g03390	Arabidopsis thaliana (Mouse-ear cress)	261	
A0A178W993	unreviewed	A0A178W993_ARATH	Auxin response factor	AXX17_At1g20820 AN1_LOCUS2120 AT9943_LOCUS1721 C24_LOCUS2033	Arabidopsis thaliana (Mouse-ear cress)	902	
A0A178W9B5	unreviewed	A0A178W9B5_ARATH	(thale cress) hypothetical protein (SRS5)	AXX17_At1g69990 AT9943_LOCUS5574 C24_LOCUS6479	Arabidopsis thaliana (Mouse-ear cress)	346	
A0A178W9V0	unreviewed	A0A178W9V0_ARATH	Auxin response factor	AXX17_At1g36310	Arabidopsis thaliana (Mouse-ear cress)	593	
A0A178WCT2	unreviewed	A0A178WCT2_ARATH	Auxin response factor	AXX17_At1g30740	Arabidopsis thaliana (Mouse-ear cress)	850	
A0A178WF90	unreviewed	A0A178WF90_ARATH	Auxin-responsive protein	AXX17_At1g52840	Arabidopsis thaliana (Mouse-ear cress)	371	
A0A178WF94	unreviewed	A0A178WF94_ARATH	Auxin response factor	AXX17_At1g52840	Arabidopsis thaliana (Mouse-ear cress)	665	
A0A178WFG7	unreviewed	A0A178WFG7_ARATH	Auxin efflux carrier component	AXX17_At1g67820 AN1_LOCUS6390 C24_LOCUS6281	Arabidopsis thaliana (Mouse-ear cress)	622	
A0A178WGD4	unreviewed	A0A178WGD4_ARATH	Protein PIN-LIKES 1	AXX17_At1g21980 C24_LOCUS2145	Arabidopsis thaliana (Mouse-ear cress)	386	
A0A178WH41	unreviewed	A0A178WH41_ARATH	Auxin-responsive protein	AXX17_At1g52840	Arabidopsis thaliana (Mouse-ear cress)	374	
A0A178WHC9	unreviewed	A0A178WHC9_ARATH	Auxin response factor	AXX17_At1g35340	Arabidopsis thaliana (Mouse-ear cress)	526	
A0A178WHL5	unreviewed	A0A178WHL5_ARATH	Auxin-responsive protein	AXX17_At1g03830	Arabidopsis thaliana (Mouse-ear cress)	239	
A0A178WI81	unreviewed	A0A178WI81_ARATH	Auxin efflux carrier component	AXX17_At1g24260	Arabidopsis thaliana (Mouse-ear cress)	615	
A0A178WIH0	unreviewed	A0A178WIH0_ARATH	Auxin efflux carrier component	AXX17_At1g24260	Arabidopsis thaliana (Mouse-ear cress)	619	
A0A178WIK9	unreviewed	A0A178WIK9_ARATH	Auxin-responsive protein	AXX17_At1g03540 AN1_LOCUS467 AT9943_LOCUS291 C24_LOCUS379	Arabidopsis thaliana (Mouse-ear cress)	229	
A0A178WIM1	unreviewed	A0A178WIM1_ARATH	Auxin response factor	AXX17_At1g35980	Arabidopsis thaliana (Mouse-ear cress)	587	
A0A178WJ67	unreviewed	A0A178WJ67_ARATH	Auxin response factor	AXX17_At1g35340	Arabidopsis thaliana (Mouse-ear cress)	424	
A0A178WJK3	unreviewed	A0A178WJK3_ARATH	Auxin response factor	AXX17_At1g35310	Arabidopsis thaliana (Mouse-ear cress)	574	
A0A178WK87	unreviewed	A0A178WK87_ARATH	Auxin response factor	AXX17_At1g36360	Arabidopsis thaliana (Mouse-ear cress)	722	
A0A178WNZ9	unreviewed	A0A178WNZ9_ARATH	Auxin-responsive protein	AXX17_At1g46190 AN1_LOCUS4307 C24_LOCUS4190	Arabidopsis thaliana (Mouse-ear cress)	267	
A0A178WP07	unreviewed	A0A178WP07_ARATH	Auxin response factor	AXX17_At1g20170	Arabidopsis thaliana (Mouse-ear cress)	1083	
A0A178WP26	unreviewed	A0A178WP26_ARATH	Auxin response factor	AXX17_At1g72430	Arabidopsis thaliana (Mouse-ear cress)	596	
A0A178WR32	unreviewed	A0A178WR32_ARATH	Auxin-responsive protein	AXX17_At1g46190	Arabidopsis thaliana (Mouse-ear cress)	234	
A0A178WR63	unreviewed	A0A178WR63_ARATH	Auxin response factor	AXX17_At1g72430	Arabidopsis thaliana (Mouse-ear cress)	585	
A0A1I9LMH6	unreviewed	A0A1I9LMH6_ARATH	Auxin-responsive protein	PAP1 IAA26 At3g16500	Arabidopsis thaliana (Mouse-ear cress)	266	AT3G16500;
A0A1I9LPC8	unreviewed	A0A1I9LPC8_ARATH	Auxin-responsive protein	IAA7 AUXIN RESISTANT 2 AXR2 indole-3-acetic acid 7 At3g23050	Arabidopsis thaliana (Mouse-ear cress)	167	AT3G23050;
A0A1I9LQ54	unreviewed	A0A1I9LQ54_ARATH	Auxin-responsive protein	IAA2 At3g23030	Arabidopsis thaliana (Mouse-ear cress)	261	AT3G23030;
A0A1I9LTG7	unreviewed	A0A1I9LTG7_ARATH	Auxin-responsive protein	IAA30 At3g62100	Arabidopsis thaliana (Mouse-ear cress)	155	AT3G62100;
A0A1I9LTM9	unreviewed	A0A1I9LTM9_ARATH	Auxin response factor	ARF18 auxin response factor 18 At3g61830 F21F14.12	Arabidopsis thaliana (Mouse-ear cress)	551	AT3G61830;
A0A1P8APP3	unreviewed	A0A1P8APP3_ARATH	Auxin efflux carrier family protein	PILS4 PIN-LIKES 4 At1g76530 F14G6.13 F14G6_13	Arabidopsis thaliana (Mouse-ear cress)	336	AT1G76530;
A0A1P8AQ60	unreviewed	A0A1P8AQ60_ARATH	Auxin response factor	MP ARF5 AUXIN RESPONSE FACTOR 5 IAA24 MONOPTEROS TRANSCRIPTION FACTOR IAA24 At1g19850 F6F9.10 F6F9_10	Arabidopsis thaliana (Mouse-ear cress)	891	AT1G19850;
A0A1P8AT43	unreviewed	A0A1P8AT43_ARATH	Auxin-responsive protein	SHY2 IAA3 SHORT HYPOCOTYL 2 At1g04240 F19P19.32 F19P19_32	Arabidopsis thaliana (Mouse-ear cress)	289	AT1G04240;
A0A1P8AU56	unreviewed	A0A1P8AU56_ARATH	Auxin response factor	ARF17 auxin response factor 17 At1g77850 F28K19.6 F28K19_6	Arabidopsis thaliana (Mouse-ear cress)	596	AT1G77850;
A0A1P8AVV0	unreviewed	A0A1P8AVV0_ARATH	Auxin efflux carrier component	PIN6 PIN-FORMED 6 At1g77110 F22K20.18 F22K20_18	Arabidopsis thaliana (Mouse-ear cress)	549	AT1G77110;
A0A1P8AW97	unreviewed	A0A1P8AW97_ARATH	Auxin-responsive protein	IAA34 At1g15050 T15D22.10 T15D22_10	Arabidopsis thaliana (Mouse-ear cress)	153	AT1G15050;
A0A1P8AXA0	unreviewed	A0A1P8AXA0_ARATH	SHI-related sequence 4	SRS4 SHI-related sequence 4 At2g18120 F8D23.10 F8D23_10	Arabidopsis thaliana (Mouse-ear cress)	220	AT2G18120;
A0A1P8AZW3	unreviewed	A0A1P8AZW3_ARATH	Auxin response factor	ETT ARF3 ETTIN At2g33860 T1B8.30 T1B8_30	Arabidopsis thaliana (Mouse-ear cress)	451	AT2G33860;
A0A1P8B119	unreviewed	A0A1P8B119_ARATH	Carotenoid cleavage dioxygenase 7	CCD7 ATCCD7 MAX3 At2g44990 T14P1.21	Arabidopsis thaliana (Mouse-ear cress)	633	AT2G44990;
A0A1P8B1S1	unreviewed	A0A1P8B1S1_ARATH	Auxin response factor	ARF10 auxin response factor 10 At2g28350 T1B3.13 T1B3_13	Arabidopsis thaliana (Mouse-ear cress)	667	AT2G28350;
A0A1P8B7Q2	unreviewed	A0A1P8B7Q2_ARATH	Auxin-responsive protein	IAA29 At4g32280 F10M6.1	Arabidopsis thaliana (Mouse-ear cress)	209	AT4G32280;
A0A1P8B7S3	unreviewed	A0A1P8B7S3_ARATH	Auxin-responsive protein	IAA29 At4g32280 F10M6.1	Arabidopsis thaliana (Mouse-ear cress)	199	AT4G32280;
A0A1P8B7U4	unreviewed	A0A1P8B7U4_ARATH	Auxin-responsive protein	IAA14 DL3315C SLR SOLITARY ROOT At4g14550 FCAALL.254	Arabidopsis thaliana (Mouse-ear cress)	234	AT4G14550;
A0A1P8B7U9	unreviewed	A0A1P8B7U9_ARATH	Auxin-responsive protein	IAA14 DL3315C SLR SOLITARY ROOT At4g14550 FCAALL.254	Arabidopsis thaliana (Mouse-ear cress)	196	AT4G14550;
A0A1P8BC69	unreviewed	A0A1P8BC69_ARATH	Lateral root primordium (LRP) protein-like protein	SHI SHORT INTERNODES At5g66350 K1L20.13 K1L20_13	Arabidopsis thaliana (Mouse-ear cress)	331	AT5G66350;
A0A1P8BC81	unreviewed	A0A1P8BC81_ARATH	Lateral root primordium (LRP) protein-like protein	SHI SHORT INTERNODES At5g66350 K1L20.13 K1L20_13	Arabidopsis thaliana (Mouse-ear cress)	326	AT5G66350;
A0A1P8BCS5	unreviewed	A0A1P8BCS5_ARATH	Auxin response factor	ARF8 ATARF8 auxin response factor 8 At5g37020 K15O15.1 K15O15_1	Arabidopsis thaliana (Mouse-ear cress)	716	AT5G37020;
A0A1P8BD12	unreviewed	A0A1P8BD12_ARATH	Auxin efflux carrier family protein	PILS7 PIN-LIKES 7 At5g65980 K2A18.4 K2A18_4	Arabidopsis thaliana (Mouse-ear cress)	366	AT5G65980;
A0A1P8BEE7	unreviewed	A0A1P8BEE7_ARATH	Auxin efflux carrier component	PIN5 MQK4.28 MQK4_28 PIN-FORMED 5 At5g16530	Arabidopsis thaliana (Mouse-ear cress)	328	AT5G16530;
A0A1P8BF20	unreviewed	A0A1P8BF20_ARATH	Auxin response factor	ARF4 auxin response factor 4 MUF9.7 MUF9_7 At5g60450	Arabidopsis thaliana (Mouse-ear cress)	764	AT5G60450;
A0A2H1ZEC0	unreviewed	A0A2H1ZEC0_ARATH	Auxin response factor	ARF20 auxin response factor 20 At1g35240 T9I1.3 T9I1_3	Arabidopsis thaliana (Mouse-ear cress)	592	AT1G35240;
A0A384K881	unreviewed	A0A384K881_ARATH	Auxin response factor	AXX17_At2g24380 AN1_LOCUS9234	Arabidopsis thaliana (Mouse-ear cress)	693	
A0A384KH77	unreviewed	A0A384KH77_ARATH	Auxin efflux carrier component	AXX17_At1g65120 AT9943_LOCUS5178	Arabidopsis thaliana (Mouse-ear cress)	640	
A0A384KTJ0	unreviewed	A0A384KTJ0_ARATH	Auxin-responsive protein	AXX17_At3g56390 AN1_LOCUS16590 C24_LOCUS16469	Arabidopsis thaliana (Mouse-ear cress)	172	
A0A384L3K6	unreviewed	A0A384L3K6_ARATH	Auxin-responsive protein	AXX17_At1g16360 AN1_LOCUS1690 C24_LOCUS1606	Arabidopsis thaliana (Mouse-ear cress)	163	
A0A384LA06	unreviewed	A0A384LA06_ARATH	Auxin-responsive protein	AXX17_At5g41740 AN1_LOCUS24567 AT9943_LOCUS21203 C24_LOCUS24400	Arabidopsis thaliana (Mouse-ear cress)	186	
A0A384LA70	unreviewed	A0A384LA70_ARATH	Auxin-responsive protein	AXX17_At5g25850 AN1_LOCUS23338 AT9943_LOCUS20098 C24_LOCUS23216	Arabidopsis thaliana (Mouse-ear cress)	175	
A0A384LAD2	unreviewed	A0A384LAD2_ARATH	Auxin-responsive protein	AXX17_At1g03530	Arabidopsis thaliana (Mouse-ear cress)	189	
A0A384LBE9	unreviewed	A0A384LBE9_ARATH	Auxin efflux carrier component	AXX17_At5g56320 AT9943_LOCUS22384	Arabidopsis thaliana (Mouse-ear cress)	647	
A0A384LC96	unreviewed	A0A384LC96_ARATH	Auxin-responsive protein	AXX17_At4g16780 AN1_LOCUS18099 AT9943_LOCUS15588 C24_LOCUS17982	Arabidopsis thaliana (Mouse-ear cress)	228	
A0A384LDI1	unreviewed	A0A384LDI1_ARATH	Auxin-responsive protein	AXX17_At5g56690 AN1_LOCUS26030 AT9943_LOCUS22416 C24_LOCUS25855	Arabidopsis thaliana (Mouse-ear cress)	171	
A0A384LEJ2	unreviewed	A0A384LEJ2_ARATH	Auxin-responsive protein	AXX17_At1g47150 AN1_LOCUS4400 C24_LOCUS4287	Arabidopsis thaliana (Mouse-ear cress)	189	
A0A384LFG7	unreviewed	A0A384LFG7_ARATH	Auxin-responsive protein	AXX17_At3g04200 AN1_LOCUS11764 AT9943_LOCUS10116 C24_LOCUS11599	Arabidopsis thaliana (Mouse-ear cress)	236	
A0A384LMF0	unreviewed	A0A384LMF0_ARATH	Auxin-responsive protein	AXX17_At3g18580 C24_LOCUS12988	Arabidopsis thaliana (Mouse-ear cress)	158	
A0A5S9SIC3	unreviewed	A0A5S9SIC3_ARATH	Auxin-responsive protein	AN1_LOCUS451 C24_LOCUS363	Arabidopsis thaliana (Mouse-ear cress)	261	
A0A5S9SIU8	unreviewed	A0A5S9SIU8_ARATH	Auxin-responsive protein	AT9943_LOCUS290 C24_LOCUS378	Arabidopsis thaliana (Mouse-ear cress)	189	
A0A5S9SKE1	unreviewed	A0A5S9SKE1_ARATH	Auxin-responsive protein	C24_LOCUS411	Arabidopsis thaliana (Mouse-ear cress)	239	
A0A5S9UIN7	unreviewed	A0A5S9UIN7_ARATH	Auxin-responsive protein	C24_LOCUS1552	Arabidopsis thaliana (Mouse-ear cress)	185	
A0A5S9V4T5	unreviewed	A0A5S9V4T5_ARATH	Auxin response factor	C24_LOCUS1973	Arabidopsis thaliana (Mouse-ear cress)	1090	
A0A5S9VNI1	unreviewed	A0A5S9VNI1_ARATH	Auxin efflux carrier component	C24_LOCUS2364	Arabidopsis thaliana (Mouse-ear cress)	619	
A0A5S9WDQ8	unreviewed	A0A5S9WDQ8_ARATH	Auxin response factor	C24_LOCUS2983	Arabidopsis thaliana (Mouse-ear cress)	935	
A0A5S9WIN4	unreviewed	A0A5S9WIN4_ARATH	Auxin response factor	C24_LOCUS3356	Arabidopsis thaliana (Mouse-ear cress)	535	
A0A5S9WIV2	unreviewed	A0A5S9WIV2_ARATH	Auxin response factor	C24_LOCUS3425	Arabidopsis thaliana (Mouse-ear cress)	606	
A0A5S9WIX7	unreviewed	A0A5S9WIX7_ARATH	Auxin response factor	C24_LOCUS3455	Arabidopsis thaliana (Mouse-ear cress)	605	
A0A5S9WJZ6	unreviewed	A0A5S9WJZ6_ARATH	Auxin response factor	C24_LOCUS3628	Arabidopsis thaliana (Mouse-ear cress)	361	
A0A5S9WLK3	unreviewed	A0A5S9WLK3_ARATH	Auxin response factor	C24_LOCUS3367	Arabidopsis thaliana (Mouse-ear cress)	593	
A0A5S9WLL9	unreviewed	A0A5S9WLL9_ARATH	Auxin response factor	C24_LOCUS3377	Arabidopsis thaliana (Mouse-ear cress)	606	
A0A5S9WLN3	unreviewed	A0A5S9WLN3_ARATH	Auxin response factor	C24_LOCUS3452	Arabidopsis thaliana (Mouse-ear cress)	593	
A0A5S9WLS8	unreviewed	A0A5S9WLS8_ARATH	Auxin response factor	C24_LOCUS3377	Arabidopsis thaliana (Mouse-ear cress)	598	
A0A5S9WLT9	unreviewed	A0A5S9WLT9_ARATH	Protein BIG GRAIN 1-like B	C24_LOCUS4432	Arabidopsis thaliana (Mouse-ear cress)	366	
A0A5S9WNB3	unreviewed	A0A5S9WNB3_ARATH	Auxin response factor	At1g59750 C24_LOCUS4830	Arabidopsis thaliana (Mouse-ear cress)	662	
A0A5S9WRG5	unreviewed	A0A5S9WRG5_ARATH	Auxin efflux carrier component	C24_LOCUS6019	Arabidopsis thaliana (Mouse-ear cress)	640	
